slug,name,type,homepage_url,discovered_apply_url,confidence,notes
centre-for-integrated-transportation-and-mobility,Centre for Integrated Transportation and Mobility,accel,https://citm.ca,,error,fetch failed or empty
centre-for-women-in-business,Centre for Women in Business,accel,https://www.centreforwomeninbusiness.ca,,not_found,No apply link found
chan-zuckerberg-biohub-chicago,Chan Zuckerberg Biohub Chicago,accel,https://www.czbiohub.org/chi,,error,fetch failed or empty
chan-zuckerberg-biohub-network,Chan Zuckerberg Biohub Network,accel,https://www.czbiohub.org,,error,fetch failed or empty
chicagoblend,Chicago:Blend,accel,https://www.linkedin.com/company/chicago-blend,,not_found,LinkedIn page - no direct apply form
chobani-incubator,Chobani Incubator,accel,https://www.chobani.com/impact/chobani-incubator,,not_found,No apply link found
citris-foundry,CITRIS Foundry,accel,https://citrisfoundry.org,,error,fetch failed or empty
clean-energy-zone,Clean Energy Zone,accel,https://www.torontomu.ca/cue/clean-energy-zone,https://www.torontomu.ca/admissions/,high,"Apply CTA: ""Apply"""
cleantech-open,Cleantech Open,accel,https://www.cleantechopen.org,https://www.cleantechopen.org/en/custom/2026ctoaccelerator/new/submit,high,"Apply CTA: ""Apply Now"""
cogo-labs,Cogo Labs,accel,https://www.cogolabs.com,,not_found,No apply link found
collider,Collider,accel,https://www.collider.io,https://www.collider.io/apply,high,"""Apply"" + apply href"
columbia-startup-lab,Columbia Startup Lab,accel,https://entrepreneurship.columbia.edu,https://entrepreneurship.columbia.edu/what-we-do/,medium,"Generic apply text: ""Get Started"""
computer-science-innovation-lab-uoft,Computer Science Innovation Lab UofT,accel,https://www.dcsil.ca,https://www.dcsil.ca/applications,medium,Apply href: https://www.dcsil.ca/applications
cornell-food-venture-center,Cornell Food Venture Center,accel,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center,,not_found,No apply link found
creative-destruction-lab,Creative Destruction Lab,accel,https://www.creativedestructionlab.com,https://creativedestructionlab.com/application-triage/,high,"Link text ""Apply"" + apply href"
creative-destruction-lab-vancouver,Creative Destruction Lab Vancouver,accel,https://creativedestructionlab.com/locations/vancouver,,error,fetch failed or empty
csi-technology-incubator,CSI Technology Incubator,accel,https://www.csitechincubator.com,,error,fetch failed or empty
cu-innovation-entrepreneurship,CU Innovation & Entrepreneurship,accel,https://www.colorado.edu/innovate,https://www.colorado.edu/innovate/getting-started,medium,"Generic apply text: ""Get Started on Your Journey"""
cuny-startups,CUNY Startups,accel,https://cunystartups.com,,error,fetch failed or empty
data-pitch,Data Pitch,accel,https://datapitch.eu,,error,fetch failed or empty
dcu-fintech-innovation-centre,DCU Fintech Innovation Centre,accel,https://dcufintech.org,https://dcufintech.org/dcu-support-center/applications-and-forms.html,medium,Apply href: https://dcufintech.org/dcu-support-center/appl
design-fabrication-zone,Design Fabrication Zone,accel,https://www.torontomu.ca/zone-learning/design-fabrication-zone,https://www.torontomu.ca/admissions/,high,"Apply CTA: ""Apply"""
digital-media-and-gaming-incubator,Digital Media and Gaming Incubator,accel,https://www.georgebrown.ca/arts-design-information-technology/design/the-industry/digital-media-and-gaming-incubator,https://www.georgebrown.ca/apply,high,"""Apply"" + apply href"
digitalhealth-london,DigitalHealth.London,accel,https://digitalhealth.london,,error,fetch failed or empty
disney-accelerator,Disney Accelerator,accel,https://sites.disney.com/accelerator,,not_found,No apply link found
distill-ventures,Distill Ventures,accel,http://distillventures.com,,error,403 blocked
district-3-innovation,District 3 Innovation,accel,https://district3.co,https://district3.co/apply,high,"""apply"" + apply href"
dmz-tech-incubator,DMZ Tech Incubator,accel,https://dmz.torontomu.ca,,not_found,No apply link found
dmz-women-founders-accelerator-programs,DMZ Women Founders Accelerator Programs,accel,https://dmz.torontomu.ca/womeninnovationprograms,,not_found,No apply link found
dobson-mcgill-university,Dobson McGill University,accel,https://www.mcgill.ca/dobson,,not_found,No apply link found
draper-startup-house,Draper Startup House,accel,https://draperstartuphouse.com,,error,fetch failed or empty
draper-startup-house-accelerator,Draper Startup House Accelerator,accel,https://dshaccelerator.com,,error,fetch failed or empty
dunin-deshpande-queens-innovation-centre,Dunin-Deshpande Queen's Innovation Centre,accel,https://www.queensu.ca/innovationcentre,,not_found,no apply link found
eckert-life-science-accelerator,Eckert Life Science Accelerator,accel,https://www.elsalifescience.com,,not_found,no apply link found
ecommerce-north,eCommerce North,accel,https://ecommercenorth.ca,https://elevateca.typeform.com/to/bIR5c2lA,high,Typeform apply link (text: APPLY NOW)
elab-cornell-university,eLab Cornell University,accel,https://www.elabstartup.com,https://www.elabstartup.com/apply/,high,Apply Now
ella-accelerator-for-women-entrepreneurs,ELLA Accelerator for Women Entrepreneurs,accel,https://www.yorku.ca/ella,,not_found,"Luma link is event registration, not apply page"
empowered-startups,Empowered Startups,accel,http://www.empoweredstartups.com,,not_found,no apply link found
entrepreneur-first,Entrepreneur First,accel,https://www.joinef.com,https://apply.joinef.com,high,APPLY HERE
entrepreneurship-at-ubc,Entrepreneurship at UBC,accel,https://entrepreneurship.ubc.ca,https://innovation.ubc.ca/Apply-for-Venture-Founder-Fall-2026,medium,Apply for Venture Founder Fall 2026 — In
envisage,envisAGE,accel,https://www.envis-age.ca/en,,not_found,no apply link found
expa,Expa,accel,https://www.expa.com,,not_found,VC studio; no public apply form found
fashion-zone,Fashion Zone,accel,https://www.torontomu.ca/fashion-zone,https://www.torontomu.ca/zone-learning/fashion-zone/become-a-member/application/,medium,Apply
fintech-innovation-lab,Fintech Innovation Lab,accel,https://www.fintechinnovationlab.com,https://www.fintechinnovationlab.com/regions/apply-new-york/,low,New York
food-future-co,Food Future Co,accel,https://www.foodfuture.co/#home-about,https://foodfuture.co/apply-to-cohort-13,medium,Cohort application page (no embedded form visible)
fordham-foundry,Fordham Foundry,accel,https://www.fordhamfoundry.org,,not_found,no apply link found
forum-ventures,Forum Ventures,accel,https://www.forumvc.com,https://form.fillout.com/t/vrThVwGMuEus,high,Fillout form embedded on /pitch-us page
founder-fuel,Founder Fuel,accel,https://founderfuel.com,https://founderfuel.com/apply/,medium,Apply
founder-institute,Founder Institute,accel,https://fi.co,https://fi.co/join/home,high,Apply Now
founders-factory,Founders Factory,accel,https://foundersfactory.com,https://form.typeform.com/to/WlDiIsRh,high,Typeform apply link (text: Apply)
founders-space,Founders Space,accel,https://www.foundersspace.com,https://www.foundersspace.com/join/,low,Events
foundersboost,FoundersBoost,accel,https://www.foundersboost.com,https://www.foundersboost.com/pre-accelerator,medium,Apply now
free-ventures,Free Ventures,accel,https://www.freeventures.org,,not_found,no apply link found
further-faster,Further Faster,accel,https://www.furtherfaster.design,https://forms.gle/7M4TZtmqgKjxJEhf7,medium,Google Form on /ready-to-raise page
futuresight,FutureSight,accel,https://futuresight.ventures,,not_found,no apply link found
geovation,Geovation,accel,https://geovation.uk,https://geovation.uk/apply/,medium,Apply
good-neighbor-fund,Good Neighbor Fund,accel,https://www.goodneighbor.fund,,not_found,no apply link found
google-for-startups-canada,Google for Startups Canada,accel,https://startup.google.com/accelerator/canada,https://rsvp.withgoogle.com/events/google-for-startups-accelerator-updates/forms/registration,medium,Email updates registration; direct app form not found
grebel-peace-incubator,Grebel Peace Incubator,accel,https://uwaterloo.ca/centre-peace-advancement/peace-incubator,,not_found,no apply link found
greenhouse,GreenHouse,accel,https://uwaterloo.ca/united-college/greenhouse,,not_found,"Apply link leads to housing, not accelerator"
greentown-labs,Greentown Labs,accel,https://greentownlabs.com,https://greentownlabs.com/apply-now/,high,Apply Now
halton-region-small-business-centre,Halton Region Small Business Centre,accel,https://www.halton.ca/For-Business/Halton-Region-Small-Business-Centre,,not_found,no apply link found
hardwaredotco,Hardwaredotco,accel,https://hardware.co,https://hardware.co/applications-open-hardware-co-batch-6-quality-life/,low,Blog post about batch 6 applications open
harvard-innovation-labs,Harvard Innovation Labs,accel,https://innovationlabs.harvard.edu,https://innovationlabs.harvard.edu/events/application-deadline-harvard-alumni-accelerator-programs-2,medium,Now Accepting Applications from Alumni +
hatchery-incubator-university-of-toronto,Hatchery Incubator University of Toronto,accel,https://hatchery.engineering.utoronto.ca,https://hatchery.engineering.utoronto.ca/application-forms/#/nest/,medium,APPLY
health-innovation-hub-university-of-toronto,Health Innovation Hub University of Toronto,accel,https://h2i.utoronto.ca,https://h2i.utoronto.ca/join/,low,Join
healthbox,Healthbox,accel,https://www.himss.org/what-we-do-solutions/healthbox,,error,Homepage 404; program may be defunct or moved
hearstlab,HearstLab,accel,https://www.hearst.com/hearst-life/hearstlab,https://airtable.com/appLu68pqNyqxgopB/pag73lv5kjT6knzyl/form?prefill_HearstLab+team=US&hide_HearstLab+team=true&prefill_Lab+POC=recxsO0zRhVpNY2oA&hide_Lab+POC=true,medium,Apply US
highline-beta,Highline Beta,accel,https://highlinebeta.com,,not_found,no apply link found
highway1,Highway1,accel,https://highway1.io,,not_found,no apply link found
holtxchange,HoltXchange,accel,https://holtxchange.com,,not_found,no apply link found
huckletree,Huckletree,accel,https://www.huckletree.com/education/alpha,,not_found,no apply link found
icube-incubator,ICUBE Incubator,accel,https://icubeutm.ca,,not_found,no apply link found
idea,IDEA,accel,https://www.northeastern.edu/idea,,not_found,no apply link found
idea-mississauga,Idea Mississauga,accel,https://www.ideamississauga.ca,,not_found,no apply link found
ideahub,ideaHUB,accel,https://dalideahub.ca,https://dalideahub.ca/general-application-form/,low,Apply
ignite,Ignite,accel,https://ignite.io,,error,Site blocked scraping (403)
illinois-science-technology-coalition-and-institute,Illinois Science & Technology Coalition and Institute,accel,https://www.istcoalition.org,,not_found,no apply link found
illumina-accelerator,Illumina Accelerator,accel,https://www.illumina.com/company/illumina-for-startups/accelerator-program.html,https://www.illumina.com/landing/illumina-accelerator/grant-competition-application.html,medium,Apply Now
imagination-catalyst-incubator,Imagination Catalyst Incubator,accel,https://www.ocadu.ca/services/centre-for-emerging-artists-and-designers/imagination-catalyst,,error,Homepage 404; page may have moved
indie-bio,Indie Bio,accel,https://indiebio.co,https://sosv.com/apply/sosv/,medium,Apply
innosphere-ventures,Innosphere Ventures,accel,https://innosphereventures.org,https://forms.monday.com/forms/c84aae056c301c5a29b23d5f4f34392e?r=use1,medium,Monday.com form (HOW TO APPLY section)
innovate-bc,Innovate BC,accel,https://www.innovatebc.ca,,not_found,no apply link found
innovate-calgary-incubator,Innovate Calgary Incubator,accel,https://innovatecalgary.com,,not_found,no apply link found
innovatebu,Innovate@BU,accel,https://www.bu.edu/innovate,https://www.bu.edu/innovate/programs-competitions/innovation-pathway/,medium,Innovation Pathway [Apply Now]
innovation-and-entrepreneurship-centre-at-algonquin-college,Innovation and Entrepreneurship Centre at Algonquin College,accel,https://www.algonquincollege.com/alumni/benefits-perks/entrepreneurship-centre,,error,Homepage 404; URL may have changed
innovation-boost-zone,Innovation Boost Zone,accel,https://www.torontomu.ca/innovation-boost-zone,,not_found,"Admissions link is for university, not IBZ"
innovation-factory,Innovation Factory,accel,https://innovationfactory.ca,https://innovationfactory.ca/client-intake-form/,medium,Apply now
innovation-guelph,Innovation Guelph,accel,https://innovationguelph.ca,,not_found,no apply link found
innovation-hub-at-carleton-university,Innovation Hub at Carleton University,accel,https://carleton.ca/innovationhub,https://carleton.ca/innovationhub/innovation-hub-applicants/,low,Apply to the Innovation Hub Here
innovation-studio,Innovation Studio,accel,https://www.linkedin.com/company/myinnovationstudio,,error,LinkedIn URL 404; program may be inactive
innoved,InnovED,accel,https://www.innoved.oise.utoronto.ca,https://cpl.oise.utoronto.ca/register/,low,Register
intuit-prosperity-accelerator,Intuit Prosperity Accelerator,accel,https://www.intuit.com/ca/prosperity-accelerator,,error,Rate limited (429); try manual check
invest-buffalo-niagara,Invest Buffalo Niagara,accel,https://buffaloniagara.org/grow-your-business/startup-resources,,not_found,no apply link found
invest-kingston,Invest Kingston,accel,https://www.investkingston.ca,,not_found,no apply link found
invest-ottawa,Invest Ottawa,accel,https://www.investottawa.ca,,not_found,"Apply link is job listing, not accelerator"
istarter,iStarter,accel,https://twitter.com/istarteritaly,,not_found,no apply link found
iterative,Iterative,accel,https://www.iterative.vc,https://www.iterative.vc/apply,high,Apply now
john-wood-centre-for-business-and-student-enterprise,John Wood Centre for Business and Student Enterprise,accel,https://www.uoguelph.ca/johnfwoodcentre/thehub,https://www.uoguelph.ca/wood-centre/hub-incubator-application-process,low,Apply to the Hub!
johnson-summer-startup-accelerator,Johnson Summer Startup Accelerator,accel,https://eship.cornell.edu/item/johnson-summer-startup-accelerator,,not_found,no apply link found
kaplan-institute-for-innovation-and-tech-entrepreneurship,Kaplan Institute for Innovation and Tech Entrepreneurship,accel,https://www.iit.edu/kaplan,,not_found,"Apply link is IIT admissions, not Kaplan program"
l-marks,L Marks,accel,https://lmarks.com,,not_found,Corporate innovation studio; apply via contact form
l-spark,L-Spark,accel,https://www.l-spark.com,https://www.l-spark.com/telus-sovereign-ai-accelerator/,low,Accelerate Your AI Innovation with TELUS
la-piscine-mtl,La Piscine MTL,accel,https://www.lapiscine.co/en,https://forms.monday.com/forms/7624dfc48bc392df3e116fe3e1a48886?r=use1,medium,Monday.com form on deep-dive program page
labasehec-montreal,LabaseHEC Montreal,accel,https://labase.hec.ca,,error,Site blocked scraping (403)
lair-east-labs,Lair East Labs,accel,https://laireastlabs.com,https://forms.gle/CxLEVf5P1CjkXUVP6,medium,Google Form apply link on homepage
lassonde-school-of-engineering-best-program,Lassonde School of Engineering BEST Program,accel,https://lassonde.yorku.ca/best/entrepreneurship,https://forms.monday.com/forms/0a8ec3e2cd98347e7d87e30123e7d078?r=use1,low,Apply to join our community
launch-academy,Launch Academy,accel,https://www.launchacademy.ca,https://launch.launchacademy.ca/,medium,Launch Your Startup application portal
launch-accelerator,Launch Accelerator,accel,https://launchaccelerator.co,,not_found,no apply link found
launch-berkely,Launch Berkely,accel,https://www.uclaunch.com,https://www.uclaunch.com/apply,medium,Apply
launch-lab,Launch Lab,accel,https://www.launchlab.ca,,not_found,no apply link found
launch-ny,Launch NY,accel,https://launchny.org,https://launchny.org/entrepreneurs/apply-now,high,Explicit 'Apply Now' link in nav and multiple CTAs
launchpad-for-women-entrepreneurs,Launchpad for Women Entrepreneurs,accel,https://www.launchpadforwomen.ca,https://www.launchpadforwomen.ca/courses,medium,Thinkific platform; enroll via course listing page; no dedicated /apply page
launchpad-la,Launchpad LA,accel,https://launchpad.la,https://launchpad.la/apply/,high,Direct /apply path in nav
startup-lab,Laurier StartUp Lab,accel,https://students.wlu.ca/work-leadership-and-volunteering/entrepreneurship/startup-lab/index.html?ref=work-leadership-and-volunteering%2Fentrepreneurship%2Flaunchpad.html,,not_found,"WLU Laurier StartUp Lab; page is informational only, no apply link found"
le-pont-quebec,Le Pont Quebec,accel,https://www.lepont.io/en/home,https://lepont.io/en/apply,high,Direct /apply link in nav
lead-to-win,Lead To Win,accel,https://www.leadtowin.ca,,not_found,Site returned Cloudflare error (522); no apply link reachable
league-of-innovators,League of Innovators,accel,https://www.theleagueofinnovators.org,https://www.loi.ac/find-your-program,high,Explicit 'APPLY NOW - it's free' CTA linking to program finder; Airtable form embedded
learnlaunch-accelerator,LearnLaunch Accelerator,accel,https://learnlaunch.com/accelerator-2,,not_found,Homepage shows news; no active /apply page found; applications announced via blog
legal-innovation-zone,Legal Innovation Zone,accel,https://www.torontomu.ca/zone-learning/legal-innovation-zone,https://www.torontomu.ca/zone-learning/legal-innovation-zone/apply/,high,Dedicated /apply page in nav
life-changing-labs-accelerator,Life Changing Labs Accelerator,accel,https://www.lifechanginglabs.com,,not_found,Homepage is portfolio showcase; no apply link visible
liftoff,LiftOff,accel,https://www.liftoffbyccawr.com,,not_found,"sdgideafactory.ca/join-us link found but is about coworking space, not accelerator apply"
longo-centre-for-entrepreneurship,Longo Centre for Entrepreneurship,accel,https://humber.ca/cfe,https://humber.ca/cfe/programs.html,medium,Programs listing page; no dedicated external apply link; likely internal enrollment
mars-discovery-district,MaRS Discovery District,accel,https://www.marsdd.com,https://marsdd.com/apply,high,Direct /apply link found in HTML
mc2-capital,MC2 Capital,accel,https://www.cabhi.com/mc2capital,https://www.cabhi.com/en/innovation-programs-services/acceleration-services,low,MC2 Capital page redirects to CABHI; Acceleration Services page has program info but no direct apply link
mcneil-center-for-entrepreneurship-innovation,McNeil Center for Entrepreneurship & Innovation,accel,https://innovation.mines.edu,,not_found,innovation.mines.edu is a news/info page; Beck Venture Center apply surface not found on scraped page
mediatech-ventures,MediaTech Ventures,accel,https://www.linkedin.com/company/mediatech-ventures,,not_found,LinkedIn company page only; no apply surface
menlo-ventures,Menlo Ventures,accel,https://menlovc.com,,not_found,VC firm homepage; no public apply form for founders
metaprop,MetaProp,accel,https://www.metaprop.vc,https://www.metaprop.com/partner-with-us,low,Partner With Us page exists but no form found; likely intake via contact
mhub,mHUB,accel,https://www.mhubchicago.com/accelerator,https://www.mhubchicago.com/accelerator-program-interest,high,Explicit accelerator interest/apply form link found on accelerator sub-pages
mit-global-startup-labs,MIT Global Startup Labs,accel,https://gsl.mit.edu/mit-global-startup-labs,,not_found,gsl.mit.edu returned empty/no-content response; site may be down or JS-only
mit-office-of-innovation,MIT Office of Innovation,accel,https://innovation.mit.edu,,not_found,innovation.mit.edu is informational; no apply surface for external founders
mitacs-canada,Mitacs Canada,accel,https://www.mitacs.ca/en,https://www.mitacs.ca/get-started/,medium,'Unleash Your Innovation Potential' CTA links to /get-started; research funding intake
mmode,mmode,accel,https://www.mmode.ca,https://docs.google.com/forms/d/e/1FAIpQLScHrXWvGy2JRK4QbyaITR9QmESblcaJaJoJW2j7aML1Eifziw/viewform,medium,Google Form linked from event on homepage; industry network not accelerator apply per se
mtlab,MTLab,accel,https://mtlab.ca,https://mtlab.ca/nos-programmes/,low,French-language tourism tech incubator; no direct apply link; programs listing page
mucker-lab,Mucker Lab,accel,https://www.mucker.com,https://mucker.com/accelerator/,medium,Embedded pitch/apply form visible on /accelerator page (pitch deck required fields)
nar-reach,NAR REACH US,accel,https://nar-reach.com,https://www.nar-reach.com/apply,high,Explicit APPLY link in navigation
new-inc,NEW INC,accel,https://www.newinc.org,https://www.newinc.org/apply,high,newinc.org/apply redirects to newmuseum.org/new-inc/open-call/; open call application page
new-ventures-bc,New Ventures BC,accel,https://www.newventuresbc.com,https://nvbc.typeform.com/to/vboBF4Gr,high,Typeform apply link found on AI Business Accelerator program page
nex-cubed,Nex Cubed,accel,https://www.facebook.com/nexcubed,,not_found,Facebook company page only; no apply surface
next-canada,Next Canada,accel,https://www.nextcanada.com,,not_found,Site JS-rendered; no apply links extractable from HTML; programs overview page found but no apply CTA
north-shore-innoventures,North Shore InnoVentures,accel,https://nsiv.org,,not_found,nsiv.org returned empty response; site unreachable
nyu-tandon-future-labs,NYU Tandon Future Labs,accel,https://futurelabs.nyc,https://futurelabs.nyc/programs/,low,Programs listing page found but no direct apply links on individual program pages
on-deck,On Deck,accel,https://www.beondeck.com,,not_found,beondeck.com returned Cloudflare error code 522; site unreachable
oneeleven,OneEleven,accel,https://oneeleven.com,,not_found,Site timed out during scrape; no content retrievable
onetech,OneTech,accel,https://www.weareonetech.org,,not_found,weareonetech.org scraped but no apply links found; community org
ontario-centre-of-innovation,Ontario Centre of Innovation,accel,https://www.oc-innovation.ca,,not_found,oc-innovation.ca scraped; only Bizzabo event link found; no accelerator apply page
organic-food-incubator,Organic Food Incubator,accel,https://organicfoodincubator.com,,not_found,organicfoodincubator.com scraped; no apply links found on homepage
outlier-ventures,Outlier Ventures,accel,https://outlierventures.io,https://outlierventures.io/base-camp/,low,Base Camp accelerator program page exists; apply link not extractable from JS-rendered site
oxygen-accelerator,Oxygen Accelerator,accel,https://www.oxygenaccelerator.com,https://www.oxygenaccelerator.com/cee-startups-apply-now-to-oxygen-accelerator/,medium,Blog post with 'apply now' in URL found; may be outdated cohort announcement
parkdale-centre-for-innovation,Parkdale Centre for Innovation,accel,https://www.parkdaleinnovates.org,,not_found,parkdaleinnovates.org returned only 1.6KB; likely redirect/error page
pfizer-healthcare-hub,Pfizer Healthcare Hub,accel,https://www.pfizer.co.uk/partnerships/pfizer-healthcare-hub,,not_found,pfizer.co.uk/partnerships page only has internal links; no founder apply surface
pioneer,Pioneer,accel,https://pioneer.app,,not_found,Pioneer.app explicitly states 'We're no longer making new investments'; program closed
pioneer-square-labs,Pioneer Square Labs,accel,https://twitter.com/psl,,not_found,Twitter/X profile only; no apply surface
platform-calgary,Platform Calgary,accel,https://platformcalgary.com,,not_found,"platformcalgary.com/events/submit is event submission, not accelerator apply"
plug-and-play-tech-center,Plug and Play Tech Center,accel,https://www.plugandplaytechcenter.com,https://www.plugandplaytechcenter.com/join/,low,JS-rendered Angular app; /join path likely exists based on site structure; not confirmed
polsky-institute,Polsky Institute,accel,https://polsky.uchicago.edu,https://polsky.uchicago.edu/polsky-deep-tech-ventures/,low,Deep Tech Ventures program page found; no direct apply link visible on scraped content
praxis-center-for-venture-development,Praxis Center for Venture Development,accel,https://eship.cornell.edu/item/praxis-center,https://pcvd.cornell.edu/,low,Cornell PCVD homepage linked from eship.cornell.edu; no direct apply link found
qb3,QB3,accel,https://qb3.org,https://qb3.org/early-stage-mentoring/,low,Early-stage mentoring page found; no dedicated apply CTA
reach,REACH,accel,https://www.nar.realtor/technology/reach,https://nar-reach.com/apply,high,NAR REACH US - same apply portal as nar-reach.com
reach-canada,Reach Canada,accel,https://nar-reach.com/canada,https://nar-reach.com/apply,high,REACH Canada apply page on nar-reach.com
reach-uk,Reach UK,accel,https://nar-reach.com/uk,https://nar-reach.com/apply,high,REACH UK apply page on nar-reach.com
redhawk-launch-accelerator,RedHawk Launch Accelerator,accel,https://www.miamioh.edu/fsb/academics/entrepreneurship/focus-areas/startup-entrepreneurship/redhawk-launch-accelerator/index.html,,not_found,miamioh.edu page links to general admission apply; not accelerator-specific apply
