slug,program_name,type,apply_url,extracted_question,matched_question_id,matched_question_text,similarity,confidence,recommendation
elab-cornell-university,eLab Cornell University,accel,https://www.elabstartup.com/apply/,Sum up your business in one sentence.,c9f27326-0162-46c3-ad1d-7a914654a648,Describe your company in one sentence.,0.742,high,promote
elab-cornell-university,eLab Cornell University,accel,https://www.elabstartup.com/apply/,What customer problem does your business solve or what unmet need does it address?,f26c5ffe-a3c1-4d8d-ae7f-25df3a7c5941,What is the core problem you are solving and why does it matter?,0.634,medium,review
elab-cornell-university,eLab Cornell University,accel,https://www.elabstartup.com/apply/,Who is the customer with this problem? Describe your early adopter customer.,f159d5e7-bf61-48d4-8df5-a9fdeb0fa271,"Who is your ideal customer profile (ICP)? Describe the company size, industry, and buyer persona.",0.577,medium,review
elab-cornell-university,eLab Cornell University,accel,https://www.elabstartup.com/apply/,Please share your customer discovery progress. How has talking to potential customers influenced the design of your business?,d180a500-f4f0-41b3-aafb-faa325cebcb2,"Describe your commercialization plan, including target market, customers, and path to market.",0.438,low,review
elab-cornell-university,eLab Cornell University,accel,https://www.elabstartup.com/apply/,What alternatives do customers use today instead of your solution? How do they currently solve this problem?,2d27be81-d82d-40ba-adcb-29ae12373277,What is your background and why are you motivated to solve this problem?,0.507,medium,review
elab-cornell-university,eLab Cornell University,accel,https://www.elabstartup.com/apply/,"Have you formed an entity, raised capital, or have current revenue?",2bd9f58f-bf1f-4a90-9438-3bf310d9fe14,How much have you raised to date and from whom? How much are you currently raising?,0.531,medium,review
greentown-labs,Greentown Labs,accel,https://greentownlabs.com/apply-now/,"Description of company (product, technology, potential markets, competitive advantage, etc.)",c7cf42c1-170f-490e-aaf9-3a76ff6b8470,"Describe the commercial potential of the proposed R&D, including target markets and customers.",0.435,low,review
greentown-labs,Greentown Labs,accel,https://greentownlabs.com/apply-now/,How does your company positively impact the climate or environment?,4f46e2ba-534f-4c9e-a62c-91a3f1e91430,How does your company make or plan to make money?,0.65,medium,review
greentown-labs,Greentown Labs,accel,https://greentownlabs.com/apply-now/,"If you have participated in any competitions, accelerator programs, or incubators, please list the top programs or awards.",e9e5271f-b91d-4010-8620-643ba319cf7e,"Are you applying to other accelerators or programs at this time? If so, which ones?",0.446,low,review
greentown-labs,Greentown Labs,accel,https://greentownlabs.com/apply-now/,WHY DO YOU WANT TO BE A MEMBER OF GREENTOWN LABS? Please select up to three that are particularly important to you.,2a3d5bfe-157d-4128-9f5c-5c68b056a526,What is your company going to make? Please describe your product and what it does or will do.,0.409,low,review
greentown-labs,Greentown Labs,accel,https://greentownlabs.com/apply-now/,Please give a brief marketing description of your company (1-2 sentences).,2e3bd576-4fdf-4616-9cf5-92b529f45e31,Provide a brief description of your company and what you do.,0.717,high,promote
greentown-labs,Greentown Labs,accel,https://greentownlabs.com/apply-now/,Is your company generating revenue?,c9f27326-0162-46c3-ad1d-7a914654a648,Describe your company in one sentence.,0.65,medium,review
greentown-labs,Greentown Labs,accel,https://greentownlabs.com/apply-now/,Has your company been awarded any patents?,e1a016d5-60cd-47f1-9d7b-c528480f3222,Where is your company based? Are you open to relocating?,0.601,medium,review
greentown-labs,Greentown Labs,accel,https://greentownlabs.com/apply-now/,Do you need lab space within the first six months at Greentown Labs?,e47c5882-8196-49ca-a168-26fe36cd58b6,What problem does your product solve? Why is the existing solution inadequate?,0.438,low,review
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,Describe your company in 200 words or less.,b765afba-6d84-4b03-8c1d-92f89d7b1e09,Briefly describe what your company does in 2-3 sentences.,0.43,high,promote
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,"Has your company developed a Minimum Viable Product (MVP) or prototype, or does it currently have the funding to develop one?",2a3d5bfe-157d-4128-9f5c-5c68b056a526,What is your company going to make? Please describe your product and what it does or will do.,0.39,high,promote
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,What is your value proposition?,8d844179-a1eb-4550-a16a-eca69b200925,How does your product or service solve the problem? What makes it unique?,0.4,high,promote
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,Please describe any barriers to entry and/or differentiation from other players/products.,0d790ab0-2699-4a4a-90d2-3b78ef26ab67,Who are your main competitors and how is your solution differentiated?,0.38,high,promote
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,"Who are your main competitors, and who might become a competitor? What are their top strengths and weaknesses, and how are you differentiating?",cd53c9f1-550f-4409-a838-e9a0d8b6c756,"Who are your competitors, and who might become competitors? Who do you fear most?",0.46,high,promote
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,"In your view, what are the major milestones you have achieved in the past 6-12 months?",6ca56de1-69ba-4426-a253-eb982529d63c,What evidence do you have that your approach works? What impact have you achieved so far?,0.4,high,promote
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,What goals are you looking forward to in the next 6-12 months?,dae3ed8f-d3fd-4ebd-9c18-e1d082848f4e,What does success look like in 5-10 years? What is your long-term vision?,0.22,medium,review
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,What are the top 3 challenges your company currently faces?,68248a93-a3fd-4523-9b8c-61dbc285034f,What are the primary technical risks and how will you mitigate or address them?,0.35,medium,review
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,How are you hoping MaRS can help your business?,60ecb1c6-0beb-4c30-a2a2-eeef7805e570,How will this program help you achieve your next major milestone?,0.22,medium,review
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,Please provide a description of your product/solution and briefly indicate how you believe it can be scaled.,2e3bd576-4fdf-4616-9cf5-92b529f45e31,Provide a brief description of your company and what you do.,0.43,high,promote
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,Please describe your current target market. Can your product/technology be applied to other market segments?,d180a500-f4f0-41b3-aafb-faa325cebcb2,"Describe your commercialization plan, including target market, customers, and path to market.",0.46,high,promote
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,What is your current or planned go-to-market strategy and why is now the right time?,cb804c37-2f51-4fd9-a4b6-e9be1ff9801a,Why is now the right time to build this? What has changed to make this possible or necessary?,0.35,medium,review
mars-discovery-district,MaRS Discovery District,accel,https://marsdd.com/apply,How have you validated the pain point that your product is trying to address?,2ad623cf-8e55-4441-a049-b5a6d26b4d23,Who is your customer and what specific pain point are you solving for them?,0.43,high,promote
startup-garage,Startup Garage,accel,https://startupgarage.ca/apply-now,What is the problem your company/business is solving?,07a6b847-cfe4-45f4-97dd-72d508757b64,What problem are you solving? Why is this problem worth solving?,0.7,high,promote
startup-garage,Startup Garage,accel,https://startupgarage.ca/apply-now,What is your solution to the identified problem?,2b8a77a1-eb1d-4183-b60f-ca935058af4d,What is your solution? How does it work?,0.5,high,promote
startup-garage,Startup Garage,accel,https://startupgarage.ca/apply-now,What is your business model?,20751851-744f-463a-b1c0-095c6463a295,What is your business model? How do you generate or plan to generate revenue?,0.67,high,promote
startup-garage,Startup Garage,accel,https://startupgarage.ca/apply-now,What key pieces of validation have you done to date to demonstrate that you are able to build and launch your business idea? Provide explicit data if applicable.,96807dcc-9833-4836-8edd-b4007eedea9d,"What early evidence do you have that people want this? (Users, pilots, letters of intent, revenue, etc.)",0.35,medium,review
startup-garage,Startup Garage,accel,https://startupgarage.ca/apply-now,Do you have a minimum viable product of your solution? Describe it and include any relevant links or attachments.,2a3d5bfe-157d-4128-9f5c-5c68b056a526,What is your company going to make? Please describe your product and what it does or will do.,0.37,high,promote
startup-garage,Startup Garage,accel,https://startupgarage.ca/apply-now,What do you want to get out of the circuit?,ba19cd83-3f7f-4f62-adef-2b9837c30863,What specific outcomes are you hoping to achieve by participating in this program?,0.33,medium,review
the-forum,The Forum,accel,https://www.theforumpitch.ca/,What market gap are you addressing? How big is the target market?,d180a500-f4f0-41b3-aafb-faa325cebcb2,"Describe your commercialization plan, including target market, customers, and path to market.",0.72,medium,review
the-forum,The Forum,accel,https://www.theforumpitch.ca/,Who you are – Introduce yourself and your business.,99ae4f6e-1b76-42c7-84fb-6f1eee622c54,What does your company do? Explain it in two sentences or fewer.,0.65,medium,review
the-forum,The Forum,accel,https://www.theforumpitch.ca/,What does your business do and how does it solve that problem?,8d844179-a1eb-4550-a16a-eca69b200925,How does your product or service solve the problem? What makes it unique?,0.85,high,use
the-forum,The Forum,accel,https://www.theforumpitch.ca/,Share one key highlight demonstrating traction (customers partnerships revenue grants recognition).,06c18357-8179-4108-bdc1-62cde0795b68,What traction do you have? Describe key milestones and metrics.,0.82,high,use
the-forum,The Forum,accel,https://www.theforumpitch.ca/,State how much investment you are seeking (if applicable) and why it matters for your growth.,ba1946ac-0f46-4526-b71e-703b72aaf050,How much are you raising at what valuation and what will you use the funds for?,0.78,high,use
venture-labs,Venture Labs,accel,https://venturelabs.ca/apply-for-our-programs/,In two sentences tell us what your company does.,990faa3c-4d70-4996-b47e-2f625ce88b5a,In one to two sentences tell us what your company does.,0.95,high,use
venture-labs,Venture Labs,accel,https://venturelabs.ca/apply-for-our-programs/,Give us an idea of how we could support you.,0f705eec-8b09-4aec-b915-8cf986c9d8a5,What resources connections or support do you most need from the Halcyon program to advance your work?,0.76,high,use
watson-institute,Watson Institute,accel,https://watson.is/apply/,Which specific area of impact does your venture focus on?,4691b0fa-8295-4193-a533-e8b6c530e07b,Describe your theory of change. What is the chain of causation from your activities to your ultimate vision of change?,0.62,low,review
watson-institute,Watson Institute,accel,https://watson.is/apply/,Please provide any additional details regarding your inquiry.,2d2547c7-7b89-434e-a1dd-4394f087f4a8,Describe your social venture and the change it is working to create in the world.,0.60,low,review
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,"Provide an overview of your company: what you do, who you serve, and the problem you solve.",bc76394d,"Provide an overview of your company: what you do, who you serve, and the problem you solve.",0.98,high,include
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,"What stage is your company at? (idea, pre-revenue, early revenue, growth)",4c01b9bc,"What stage is your company? Do you have a product, users, or revenue yet?",0.88,high,include
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,Describe your target market and customers.,d180a500,"Describe your commercialization plan, including target market, customers, and path to market.",0.83,medium,include
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,Tell us about your founding team and their relevant experience.,89602376,Tell us about your founding team. What makes you the right team to build this?,0.93,high,include
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,What specific support are you looking for from MaRS?,ba19cd83,What specific outcomes are you hoping to achieve by participating in this program?,0.85,high,include
1984-ventures,1984 Ventures,vc,https://1984.vc/apply/start,Tell us about your founding team and what makes them exceptional. What is each person genuinely great at?,89602376,Tell us about your founding team. What makes you the right team to build this?,0.91,high,include
1984-ventures,1984 Ventures,vc,https://1984.vc/apply/start,Describe the hair-on-fire problem your customers are desperate to solve. How do you know the need is burning?,c5d02658,Describe the problem you are solving and the pain your customers experience today.,0.89,high,include
1984-ventures,1984 Ventures,vc,https://1984.vc/apply/start,How is your solution 10x better than the status quo? What makes the efficiency gain visceral?,efcd5e10,What is your unfair advantage or competitive moat?,0.82,medium,include
betaworks,betaworks,vc,https://www.betaworks.com/camp/application,What are you building? Describe your autonomous agent system and how it delivers complete solutions to concrete problems.,0fc477b9,What are you building? Describe your product or service in plain language.,0.87,medium,include_applications_currently_closed_criteria_inferred_from_page
betaworks,betaworks,vc,https://www.betaworks.com/camp/application,"How does your product embody machine intelligence at a systemic level (perception, memory, planning, execution, adaptability, self-evaluation)?",63b66f58,How is AI or machine learning central to your product or business?,0.84,medium,include_criteria_inferred_from_page
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,"Describe your tech for good venture: what you are building, who you serve, and what social or environmental problem you are solving.",0974867f,"Describe your social innovation. What are you doing, for whom, and what change are you trying to create?",0.95,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,How does technology enable your solution to scale and create direct impact on millions of lives?,d6ea9446,How can your technology solution scale to reach more people? What does scale look like for your organization?,0.9,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,What evidence do you have that your venture creates meaningful impact? What have you measured?,283846fa,What evidence do you have that your venture is creating meaningful impact? What have you measured?,0.98,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,How does your solution reduce inequality through affordability and accessibility for underserved communities?,d8911401,How does your venture serve underserved or overlooked communities or markets?,0.91,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,Tell us about your founding team and why you are the right team to build this.,89602376,Tell us about your founding team. What makes you the right team to build this?,0.94,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,"What is your current stage, and do you have a working prototype or early users?",77b5c487,What stage is your venture at? What have you built or tested so far?,0.93,high,include
fuel-venture-capital,Fuel Venture Capital,vc,https://fuelventurecapital.com/pitch-us,What technology does your company leverage,7e2a3861-bb19-4465-9b99-cc12d3e976af,Describe the technical architecture of your project. What technologies are you using.,0.520,low,weak_match
fuel-venture-capital,Fuel Venture Capital,vc,https://fuelventurecapital.com/pitch-us,What are your industry verticals?,9a421f2d-0eaf-4e3e-b446-3ef0c82be157,Describe the market opportunity. What is the TAM and how will you capture a meaningful portion of it?,0.380,low,weak_match
fuel-venture-capital,Fuel Venture Capital,vc,https://fuelventurecapital.com/pitch-us,What is your stage of development?,77b5c487-44f2-4920-9645-60bf03863c40,What stage is your venture at? What have you built or tested so far?,0.550,medium,review_match
fuel-venture-capital,Fuel Venture Capital,vc,https://fuelventurecapital.com/pitch-us,What is your stage of financing?,4f6c0b35-20a7-4ed2-a41c-9a453168b768,What stage are you at and how much are you raising? What will you use the capital for?,0.500,low,weak_match
fuel-venture-capital,Fuel Venture Capital,vc,https://fuelventurecapital.com/pitch-us,What is your pre-money valuation?,17af203d-4e79-4e81-a740-405b48764cc2,"What is your current round, valuation, and how much have you raised so far in this round?",0.470,low,weak_match
greensky-ventures,GreenSky Ventures,vc,https://greensky.vc/apply/,Tell us about your team.,a2f69282-e62c-4dc6-860f-e7f86c8cf2aa,Tell us about your team. Who are the founders and what do they each bring to the company?,0.750,high,use_match
greensky-ventures,GreenSky Ventures,vc,https://greensky.vc/apply/,Explain to us what problem you are solving.,07a6b847-cfe4-45f4-97dd-72d508757b64,What problem are you solving? Why is this problem worth solving?,0.600,medium,review_match
greensky-ventures,GreenSky Ventures,vc,https://greensky.vc/apply/,Show us commercial traction and/or product market fit.,82804735-c605-4428-a8db-0fda5c1b64ae,"Describe your commercial traction: customers, revenue, growth rate.",0.520,low,weak_match
jetblue-ventures,JetBlue Ventures,vc,https://skyvc.typeform.com/to/CdW5AB8D,Please describe your company in 3 sentences or fewer.,c9f27326-0162-46c3-ad1d-7a914654a648,Describe your company in one sentence.,0.769,high,use_match
jetblue-ventures,JetBlue Ventures,vc,https://skyvc.typeform.com/to/CdW5AB8D,What is the current investment stage for your company?,0e7627b1-b527-4a1e-818f-446fe9e29e61,What is your current funding stage and total amount raised to date?,0.579,medium,review_match
loi-venture,LOI Venture,vc,https://www.loi.vc/pitch/,"Tell us about your business, market, and unique value proposition",bc76394d-2eaa-4668-8a03-e9e5b111b790,"Provide an overview of your company: what you do, who you serve, and the problem you solve.",0.460,low,weak_match
mars-investment-accelerator-fund,MaRS Investment Accelerator Fund,vc,https://marsiaf.com/iaf-application/,Briefly describe your business.,b765afba-6d84-4b03-8c1d-92f89d7b1e09,Briefly describe what your company does in 2–3 sentences.,0.740,medium,review_match
mars-investment-accelerator-fund,MaRS Investment Accelerator Fund,vc,https://marsiaf.com/iaf-application/,Which province is the company based in?,e1a016d5-60cd-47f1-9d7b-c528480f3222,Where is your company based? Are you open to relocating?,0.440,low,weak_match
mars-investment-accelerator-fund,MaRS Investment Accelerator Fund,vc,https://marsiaf.com/iaf-application/,What is your lifetime revenue to date ($CAD)?,9905327b-ab98-4f61-b80e-d8586838c9f8,What is your current monthly recurring revenue (MRR) or annual revenue?,0.480,low,weak_match
mars-investment-accelerator-fund,MaRS Investment Accelerator Fund,vc,https://marsiaf.com/iaf-application/,"Within the pitch deck, please describe your product, market, team, go-to-market strategy, business model, value proposition, fundraising details, and any other information you feel is relevant",730e753d-27ad-4908-84ba-9692553e1c4e,Describe your product or service solution and its key features.,0.360,low,weak_match
storm-ventures,Storm Ventures,vc,https://stormventures.typeform.com/to/H6I1Qq,Do you have recurring revenue?,502e8762-6d8f-42ed-9d3a-3d198ad25628,"Are you generating any revenue? If so, how much and from how many customers?",0.540,low,weak_match
storm-ventures,Storm Ventures,vc,https://stormventures.typeform.com/to/H6I1Qq,Who do you sell to?,d05b9588-6944-45e9-aa22-3d42633c195d,Who is your target customer? How do you reach them?,0.520,low,weak_match
storm-ventures,Storm Ventures,vc,https://stormventures.typeform.com/to/H6I1Qq,Do you have more than 5 paying customers?,decad76c-c340-431e-9de5-d8d4a69bc206,Do you have users or early adopters? What feedback have you received so far?,0.560,medium,review_match
fuck-up-toronto,Fuck Up Toronto,other,https://docs.google.com/forms/d/e/1FAIpQLScK51l0f4BJA7X_ba4vSd-887aHJv5OQXwJHxLqYvdva7xUhw/viewform,Tell us about your professional failure story. What happened and what did you learn?,d5361478-144b-418a-8993-e8392daba417,Tell us about yourself and your journey to this work. What drives you?,0.52,low,skip
startupbarn,Startupbarn,other,https://tally.so/r/nPaQ8V,What are you working on?,2a3d5bfe-157d-4128-9f5c-5c68b056a526,What is your company going to make? Please describe your product and what it does or will do.,0.82,high,include
