slug,program_name,type,apply_url,extracted_question,matched_question_id,matched_question_text,similarity,confidence,recommendation
startup-garage,Startup Garage,accel,https://startupgarage.ca/apply-now,Do you have a minimum viable product of your solution? Describe it and include any relevant links or attachments.,2a3d5bfe-157d-4128-9f5c-5c68b056a526,What is your company going to make? Please describe your product and what it does or will do.,0.37,high,promote
the-forum,The Forum,accel,https://www.theforumpitch.ca/,What does your business do and how does it solve that problem?,8d844179-a1eb-4550-a16a-eca69b200925,How does your product or service solve the problem? What makes it unique?,0.85,high,use
the-forum,The Forum,accel,https://www.theforumpitch.ca/,Share one key highlight demonstrating traction (customers partnerships revenue grants recognition).,06c18357-8179-4108-bdc1-62cde0795b68,What traction do you have? Describe key milestones and metrics.,0.82,high,use
the-forum,The Forum,accel,https://www.theforumpitch.ca/,State how much investment you are seeking (if applicable) and why it matters for your growth.,ba1946ac-0f46-4526-b71e-703b72aaf050,How much are you raising at what valuation and what will you use the funds for?,0.78,high,use
venture-labs,Venture Labs,accel,https://venturelabs.ca/apply-for-our-programs/,In two sentences tell us what your company does.,990faa3c-4d70-4996-b47e-2f625ce88b5a,In one to two sentences tell us what your company does.,0.95,high,use
venture-labs,Venture Labs,accel,https://venturelabs.ca/apply-for-our-programs/,Give us an idea of how we could support you.,0f705eec-8b09-4aec-b915-8cf986c9d8a5,What resources connections or support do you most need from the Halcyon program to advance your work?,0.76,high,use
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,"Provide an overview of your company: what you do, who you serve, and the problem you solve.",bc76394d,"Provide an overview of your company: what you do, who you serve, and the problem you solve.",0.98,high,include
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,"What stage is your company at? (idea, pre-revenue, early revenue, growth)",4c01b9bc,"What stage is your company? Do you have a product, users, or revenue yet?",0.88,high,include
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,Describe your target market and customers.,d180a500,"Describe your commercialization plan, including target market, customers, and path to market.",0.83,medium,include
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,Tell us about your founding team and their relevant experience.,89602376,Tell us about your founding team. What makes you the right team to build this?,0.93,high,include
rbc-women-in-cleantech-accelerator,Women in Cleantech RBC Accelerator,accel,https://marsdd.com/apply,What specific support are you looking for from MaRS?,ba19cd83,What specific outcomes are you hoping to achieve by participating in this program?,0.85,high,include
1984-ventures,1984 Ventures,vc,https://1984.vc/apply/start,Tell us about your founding team and what makes them exceptional. What is each person genuinely great at?,89602376,Tell us about your founding team. What makes you the right team to build this?,0.91,high,include
1984-ventures,1984 Ventures,vc,https://1984.vc/apply/start,Describe the hair-on-fire problem your customers are desperate to solve. How do you know the need is burning?,c5d02658,Describe the problem you are solving and the pain your customers experience today.,0.89,high,include
1984-ventures,1984 Ventures,vc,https://1984.vc/apply/start,How is your solution 10x better than the status quo? What makes the efficiency gain visceral?,efcd5e10,What is your unfair advantage or competitive moat?,0.82,medium,include
betaworks,betaworks,vc,https://www.betaworks.com/camp/application,What are you building? Describe your autonomous agent system and how it delivers complete solutions to concrete problems.,0fc477b9,What are you building? Describe your product or service in plain language.,0.87,medium,include_applications_currently_closed_criteria_inferred_from_page
betaworks,betaworks,vc,https://www.betaworks.com/camp/application,"How does your product embody machine intelligence at a systemic level (perception, memory, planning, execution, adaptability, self-evaluation)?",63b66f58,How is AI or machine learning central to your product or business?,0.84,medium,include_criteria_inferred_from_page
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,"Describe your tech for good venture: what you are building, who you serve, and what social or environmental problem you are solving.",0974867f,"Describe your social innovation. What are you doing, for whom, and what change are you trying to create?",0.95,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,How does technology enable your solution to scale and create direct impact on millions of lives?,d6ea9446,How can your technology solution scale to reach more people? What does scale look like for your organization?,0.9,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,What evidence do you have that your venture creates meaningful impact? What have you measured?,283846fa,What evidence do you have that your venture is creating meaningful impact? What have you measured?,0.98,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,How does your solution reduce inequality through affordability and accessibility for underserved communities?,d8911401,How does your venture serve underserved or overlooked communities or markets?,0.91,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,Tell us about your founding team and why you are the right team to build this.,89602376,Tell us about your founding team. What makes you the right team to build this?,0.94,high,include
bethnal-green-ventures,Bethnal Green Ventures,vc,https://www.bethnalgreenventures.com/apply,"What is your current stage, and do you have a working prototype or early users?",77b5c487,What stage is your venture at? What have you built or tested so far?,0.93,high,include
greensky-ventures,GreenSky Ventures,vc,https://greensky.vc/apply/,Tell us about your team.,a2f69282-e62c-4dc6-860f-e7f86c8cf2aa,Tell us about your team. Who are the founders and what do they each bring to the company?,0.750,high,use_match
jetblue-ventures,JetBlue Ventures,vc,https://skyvc.typeform.com/to/CdW5AB8D,Please describe your company in 3 sentences or fewer.,c9f27326-0162-46c3-ad1d-7a914654a648,Describe your company in one sentence.,0.769,high,use_match
startupbarn,Startupbarn,other,https://tally.so/r/nPaQ8V,What are you working on?,2a3d5bfe-157d-4128-9f5c-5c68b056a526,What is your company going to make? Please describe your product and what it does or will do.,0.82,high,include
