slug,name,type,homepage_url,discovered_apply_url,confidence,notes
globalive-capital,Globalive Capital,vc,https://www.globalive.com,,not_found,No dedicated apply form URL found; contact form embedded on site but no structured intake; referral-based
golden-ventures,Golden Ventures,vc,https://www.golden.ventures,,not_found,No apply or pitch form found; FAQ page (faq.golden.ventures) but no intake form; referral/warm intro based
good-news-ventures,Good News Ventures,vc,https://www.goodnewsventures.com,,not_found,No apply or pitch form found on site; blockchain/AI pre-seed fund; referral-based
goodwater,Goodwater,vc,https://www.goodwatercap.com,,not_found,No apply form found; consumer tech VC; contact section present but no intake form or apply URL
google-ventures,Google Ventures,vc,https://www.gv.com,,not_found,No public apply form; strategic corporate VC backed by Google/Alphabet; invitation-only
graphite-ventures,Graphite Ventures,vc,https://www.graphitevc.com,https://www.graphitevc.com/connect/,medium,"Pitch Us page (graphitevc.com/connect/) with form to share pitch; also /connect-share-your-pitch/ redirects there; ""Tell us what you're building"""
greensky-ventures,GreenSky Ventures,vc,https://greensky.vc,https://greensky.vc/apply/,high,Dedicated Apply page with intake form; "Apply" prominently in nav and homepage CTAs
greycroft,Greycroft,vc,https://www.greycroft.com,,not_found,No apply form found on site; large multi-stage VC; referral/warm intro based
greylock,Greylock,vc,https://greylock.com,,not_found,No structured apply form; contact page (greylock.com/contact-us/); pitch via businessplans@greylock.com (email only)
harlem-capital,Harlem Capital,vc,https://harlem.capital,https://harlem.capital/pitch/,high,Dedicated Pitch page (harlem.capital/pitch/) found in nav; diversity-focused VC with intake form
highland-europe,Highland Europe,vc,https://www.highlandeurope.com,,not_found,Contact section on homepage (#contact-us); no structured intake form or apply URL found
hlm-venture-partners,HLM Venture Partners,vc,https://hlmvp.com,,not_found,Site redirects to hlminvestmentpartners.com; no apply/pitch form found; healthcare VC; investor login only
hoxton-ventures,Hoxton Ventures,vc,https://www.hoxtonventures.com,https://hoxtonventures.com/contact/#submit-pitch,medium,Submit pitch section on contact page; form embedded at /contact/#submit-pitch anchor
hyperplane-venture-capital,Hyperplane Venture Capital,vc,https://hyperplane.vc,,not_found,Contact page (hyperplane.vc/contact-us/) only; no structured intake form; seed AI/ML VC; referral-based
hyphen-capital,Hyphen Capital,vc,https://www.hyphencap.com,,not_found,Site timed out; search results indicate email-only (dave@hyphencap.com); no intake form URL found
igan-partners,iGan Partners,vc,https://iganpartners.com,,not_found,Site timed out; healthcare VC; prior pitch competitions referenced but no active form found
impression-ventures,Impression Ventures,vc,https://impression.ventures,https://impression.ventures/pitch-us,medium,"Site timed out on scrape; search results confirm ""Pitch Us"" nav item at impression.ventures/pitch-us; fintech-focused Canadian VC"
inbc-investment,InBC Investment,vc,https://www.inbcinvestment.ca,https://inbcinvestment.com/companies/,medium,"Short submission form at inbcinvestment.com/companies/ confirmed via FAQs and company investment page; note: domain .ca vs .com both used; form is quick intake"
index-ventures,Index Ventures,vc,https://www.indexventures.com,,not_found,No apply form found; large global VC; TypeForm cookie mention but no intake form URL; referral-based
initialized-capital,Initialized Capital,vc,https://initialized.com,,not_found,Site timed out; appears referral/intro based; sources indicate website contact but no specific intake form URL
insight-partners,Insight Partners,vc,https://www.insightpartners.com,,not_found,Contact page (insightpartners.com/contact/) only; growth-stage VC; no structured startup intake form
intact-ventures,Intact Ventures,vc,https://www.intactfc.com/English/intact-ventures/default.aspx,,not_found,"Site timed out; corporate VC arm of Intact Financial; search shows interest form exists but no specific URL; referral-based, insurtech focus"
interlace-ventures,Interlace Ventures,vc,https://www.interlacevc.com,,not_found,No apply or pitch form found; commerce/retail tech VC; no intake URL or contact form link found
ivp,IVP,vc,https://www.ivp.com,,not_found,Contact page (ivp.com/contact/) only; late-stage growth VC; referral-based
ix-labs,IX Labs,vc,https://www.indexexchange.com/about/ix-labs,,not_found,Corporate venture arm of Index Exchange; no public apply form; invitation/partnership based
jamjar-investments,JamJar Investments,vc,https://www.jamjarinvestments.com,https://www.jamjarinvestments.com/pitch-to-us,high,Dedicated "Pitch to us" page with form including deck upload; intake form with criteria listed
jetblue-ventures,JetBlue Ventures,vc,https://www.jetblueventures.com,https://skyvc.typeform.com/to/CdW5AB8D,high,"JetBlue Ventures rebranded to SKY VC; homepage at jetblueventures.com now shows SKY VC with Typeform apply link ""Get in Touch"""
jll-spark,JLL Spark,vc,https://spark.jllt.com,,not_found,Site timed out; JLL Spark is strategic corporate VC; no public apply form found; referral/LP relationship based
junipero-capital,Junipero Capital,vc,https://www.junipero.vc,,not_found,No apply or pitch form found on site; early-stage VC; no intake form or apply URL visible
kinetic-investments,Kinetic Investments,vc,https://www.linkedin.com/company/kinetic-investments,,not_found,Homepage is LinkedIn only; no standalone site or form found
klass-capital,Klass Capital,vc,https://www.klass.com,,not_found,Site timed out; Toronto-based expansion-stage software investor; no public apply form found; referral-based
kleiner-perkins,Kleiner Perkins,vc,https://www.kleinerperkins.com,,not_found,Site timed out; tier-1 VC; no public apply form; Fellows program exists but for students; referral-based
krillion-ventures,Krillion Ventures,vc,https://krillionventures.com,,not_found,Email-only contact (oneinakrillion@krillionventures.com); no structured intake form
lab-ventures,LAB Ventures,vc,https://www.labventures.co,,not_found,"Site timed out; Spark XYZ references a startup portal but URL not confirmed as active public form; Miami venture studio"
lakelet-capital,Lakelet Capital,vc,https://lakeletcapital.com,,not_found,Site timed out; contact page (lakeletcapital.com/contact/) exists but no structured intake form; growth equity firm
lakestar,Lakestar,vc,https://lakestar.com,,not_found,Site timed out; European VC; sources indicate email/LinkedIn contact only; no public apply form
launch-ventures,Launch Ventures,vc,https://www.launch.vc,,not_found,Contact page (launch.vc/contact) and pitch competitions page found but no standalone intake form; referral-based
ldv-partners,LDV Partners,vc,https://ldvp.com,,not_found,Site timed out; visual technology-focused VC; sources indicate submit via website but no specific form URL confirmed
lerer-hippeau,Lerer Hippeau,vc,https://www.lererhippeau.com,,not_found,No apply form found on site; embedded contact form with "Something went wrong" error; referral/warm intro based
lightspeed-venture-partners,Lightspeed Venture Partners,vc,https://lsvp.com,,not_found,Site timed out; large multi-stage global VC; no public apply form; referral-based
liveoak-venture-partners,LiveOak Venture Partners,vc,https://liveoakvp.com,,not_found,Site timed out; Texas-focused early-stage VC; sources indicate deck submission via website but no specific form URL confirmed
loi-venture,LOI Venture,vc,https://www.loi.vc,https://www.loi.vc/pitch/,high,Dedicated Pitch page in nav (loi.vc/pitch/); "tap the pitch button" CTA; $100K check fund with structured intake
lowercarbon-capital,Lowercarbon Capital,vc,https://lowercarboncapital.com,,not_found,No apply or pitch form found on scraped page; climate tech VC; referral/warm intro based
loyal-vc,Loyal VC,vc,https://www.loyal.vc,,not_found,No apply/pitch form found; entrepreneurs page (loyal.vc/entrepreneurs) exists but no intake form URL; referral-based
luge-capital,Luge Capital,vc,https://www.luge.vc,,not_found,Contact page (luge.vc/contact-us/) only; fintech-focused Canadian VC; no structured intake form
lumira-ventures,Lumira Ventures,vc,https://www.lumiraventures.com,,not_found,No apply or pitch form found on site; life sciences/biotech VC; referral-based
lux-capital,Lux Capital,vc,https://www.luxcapital.com,,not_found,Contact page (luxcapital.com/contact) only; fellowship program (luxcapital.com/fellowship) for individuals not companies; referral-based for investment
