slug,name,type,homepage_url,discovered_apply_url,confidence,notes
canadian-women-network,Canadian Women's Network,accel,https://www.cwnsv.com,,not_found,No apply link visible on homepage
carbon-trust,Carbon Trust,accel,https://www.carbontrust.com,,not_found,Consulting org; no startup application form
cardinal-ventures,Cardinal Ventures,accel,https://www.cardinalventures.org,,not_found,No apply link on homepage
catalyst-program,Catalyst Program,accel,https://innovation.ucsf.edu/venture/catalyst-program,,not_found,Info page; no apply form linked
catalyze-cu,Catalyze CU,accel,https://www.colorado.edu/catalyzecu,,not_found,Apply link leads to mentor form not startup
cedar-sinai-accelerator,Cedar Sinai Accelerator,accel,https://csaccelerator.com,,not_found,Page too small/sparse; no apply link
centech,Centech,accel,https://centech.co,https://centech.co/appel-a-projets/,medium,Appel a projets - call for applications page
center-for-entrepreneurship-suffolk-university,Center for Entrepreneurship Suffolk University,accel,https://www.suffolk.edu/business/centers-institutes/center-for-entrepreneurship,,not_found,Only college admissions apply link
center-for-transformative-action,Center for Transformative Action,accel,http://www.centerfortransformativeaction.org/index.php,,not_found,Static info page; no apply link
centre-for-entrepreneurship,Centre for Entrepreneurship University of Toronto,accel,https://www.entrepreneurship.artsci.utoronto.ca,,not_found,Apply link leads to TA positions not startups
centre-for-integrated-transportation-and-mobility,Centre for Integrated Transportation and Mobility,accel,https://citm.ca,https://citm.ca/apply/,high,Become a client / Apply CTA
centre-for-women-in-business,Centre for Women in Business,accel,https://www.centreforwomeninbusiness.ca,,not_found,No apply link on homepage
chan-zuckerberg-biohub-chicago,Chan Zuckerberg Biohub Chicago,accel,https://www.czbiohub.org/chi,,not_found,Research org; no startup application form
chan-zuckerberg-biohub-network,Chan Zuckerberg Biohub Network,accel,https://www.czbiohub.org,,not_found,Research org; no startup application form
chicagoblend,Chicago:Blend,accel,https://www.linkedin.com/company/chicago-blend,,not_found,LinkedIn company page - no apply form
chobani-incubator,Chobani Incubator,accel,https://www.chobani.com/impact/chobani-incubator,,not_found,JS-rendered SPA; no apply link in static content
citris-foundry,CITRIS Foundry,accel,https://citrisfoundry.org,https://citrisfoundry.org/program/,medium,Apply CTA to program page
clean-energy-zone,Clean Energy Zone,accel,https://www.torontomu.ca/cue/clean-energy-zone,,not_found,No zone-specific apply link on TMU page
cleantech-open,Cleantech Open,accel,https://www.cleantechopen.org,https://www.cleantechopen.org/en/custom/2026ctoaccelerator/new/submit,high,Apply Now CTA to application form
cogo-labs,Cogo Labs,accel,https://www.cogolabs.com,,not_found,No apply link on homepage
collider,Collider,accel,https://www.collider.io,https://www.collider.io/apply,high,Apply CTA + /apply href
columbia-startup-lab,Columbia Startup Lab,accel,https://entrepreneurship.columbia.edu,,not_found,Get Started links to info page not form
computer-science-innovation-lab-uoft,Computer Science Innovation Lab UofT,accel,https://www.dcsil.ca,https://www.dcsil.ca/applications,medium,Applications href pattern
cornell-food-venture-center,Cornell Food Venture Center,accel,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center,,not_found,Info page only; no apply link
creative-destruction-lab,Creative Destruction Lab,accel,https://www.creativedestructionlab.com,https://creativedestructionlab.com/application-triage/,high,Apply CTA + /application-triage/ href
creative-destruction-lab-vancouver,Creative Destruction Lab Vancouver,accel,https://creativedestructionlab.com/locations/vancouver,https://creativedestructionlab.com/application-triage/,high,Same apply as CDL main - Apply CTA
csi-technology-incubator,CSI Technology Incubator,accel,https://www.csitechincubator.com,https://www.f6s.com/csi-tech-incubator-fall-2024-cohort/apply,medium,Apply Now CTA to F6S application (may be past cohort)
cu-innovation-entrepreneurship,CU Innovation & Entrepreneurship,accel,https://www.colorado.edu/innovate,,not_found,Get Started links to info page not form
cuny-startups,CUNY Startups,accel,https://cunystartups.com,,not_found,No apply link on homepage; accelerator has no apply URL
data-pitch,Data Pitch,accel,https://datapitch.eu,,error,DNS resolution failed - domain unreachable
dcu-fintech-innovation-centre,DCU Fintech Innovation Centre,accel,https://dcufintech.org,https://dcufintech.org/dcu-support-center/applications-and-forms.html,medium,Applications and forms page
design-fabrication-zone,Design Fabrication Zone,accel,https://www.torontomu.ca/zone-learning/design-fabrication-zone,,not_found,No zone-specific apply link on TMU page
digital-media-and-gaming-incubator,Digital Media and Gaming Incubator,accel,https://www.georgebrown.ca/arts-design-information-technology/design/the-industry/digital-media-and-gaming-incubator,,not_found,George Brown /apply is college admissions
digitalhealth-london,DigitalHealth.London,accel,https://digitalhealth.london,,not_found,Programme pages listed but no direct apply form
disney-accelerator,Disney Accelerator,accel,https://sites.disney.com/accelerator,,not_found,No applications open; info/portfolio page only
distill-ventures,Distill Ventures,accel,http://distillventures.com,,not_found,Contact email only; no online application form
district-3-innovation,District 3 Innovation,accel,https://district3.co,https://district3.co/apply,high,Apply CTA + /apply href
dmz-tech-incubator,DMZ Tech Incubator,accel,https://dmz.torontomu.ca,https://mydmz.torontomu.ca/portal/apply,high,Apply CTA to startup application portal
dmz-women-founders-accelerator-programs,DMZ Women Founders Accelerator Programs,accel,https://dmz.torontomu.ca/womeninnovationprograms,https://mydmz.torontomu.ca/portal/apply,high,Apply CTA to startup application portal
dobson-mcgill-university,Dobson McGill University,accel,https://www.mcgill.ca/dobson,,not_found,Programs info page; no apply form linked
draper-startup-house,Draper Startup House,accel,https://draperstartuphouse.com,,not_found,JS SPA; no apply link in rendered content
draper-startup-house-accelerator,Draper Startup House Accelerator,accel,https://dshaccelerator.com,,error,SSL/TLS connection failed - could not scrape
