slug,name,type,homepage_url,discovered_apply_url,confidence,notes
blck-vc,BLCK VC,vc,https://www.blckvc.org,https://admin374289.typeform.com/to/XtSpRao2,medium,Typeform join link found; appears to be for community membership not founder investment; BLCK VC is a network organization not a fund
blossom-capital,Blossom Capital,vc,https://www.blossomcap.com,,not_found,not_found: no apply page; Series A European fund; 5-6 investments per year via network
blueyard-capital,BlueYard Capital,vc,https://www.blueyard.com,,not_found,not_found: no apply or pitch page; deep tech/crypto fund with no public application surface
bolt,Bolt,vc,https://bolt.io,,not_found,not_found: Bolt explicitly states they are no longer making new investments; firm wound down
boxgroup,BoxGroup,vc,https://www.boxgroup.com,,not_found,not_found: no apply page; known for pre-seed NYC investments via founder networks only
braemar-energy-ventures,Braemar Energy Ventures,vc,http://www.braemarenergy.com,,not_found,not_found: Submit Business Plan link is mailto (bizplans@braemarenergy.com); email submission only not a structured form
break-trail-ventures,Break Trail Ventures,vc,https://www.breaktrailventures.com,,not_found,not_found: contact section only; no structured application form
breed-reply,Breed Reply,vc,https://www.reply.com/breed-reply/en,,not_found,not_found: parent Reply company site; no specific apply page for Breed Reply fund found
brightspark-ventures,Brightspark Ventures,vc,https://brightspark.com/en,,not_found,not_found: investor-facing platform (retail investors); no founder application surface; operates as exempt market dealer
buckley-ventures,Buckley Ventures,vc,https://www.buckleyventures.com,,not_found,not_found: minimal site; single-sentence description; no application form
builders-vc,Builders VC,vc,https://www.builders.vc,,not_found,not_found: no apply page found; agriculture/food/industrial focus; no public application
camber-creek,Camber Creek,vc,https://cambercreek.com,,not_found,not_found: no apply page; real estate tech PE firm; deals via direct sourcing and partner network
capitalg,CapitalG,vc,https://www.capitalg.com,,not_found,not_found: Google growth equity fund; no public application; inbound via Google network only
capitalize-vc,Capitalize VC,vc,https://www.capitalizevc.com,https://airtable.com/apppvODtMSw09eCae/pagdarmEj6iMMvBob/form,high,PITCH US button links to Airtable form with structured fields; prominent on homepage and footer
carbon-direct-capital,Carbon Direct Capital,vc,https://www.carbondirectcapital.com,,not_found,not_found: contact is email only (inquiries@carbondirectcapital.com); no structured founder form
cavu-venture-partners,CAVU Venture Partners,vc,https://www.cavuventures.com,,not_found,not_found: consumer brand-focused VC; no public application form
celtic-house-venture-partners,Celtic House Venture Partners,vc,https://www.celtic.vc,,not_found,not_found: Canadian deep tech VC; no apply page; 75+ portfolio companies; network-driven
cherry-ventures,Cherry Ventures,vc,https://www.cherry.vc,,not_found,not_found: European early-stage VC; contact form present but generic; no founder-specific application
chingona-ventures,Chingona Ventures,vc,https://www.chingona.ventures,https://www.chingona.ventures/apply,medium,Submit button in nav links to /apply page; page timed out on secondary scrape so form details unconfirmed; clearly a dedicated founder submission page
chloe-capital,Chloe Capital,vc,https://chloecapital.com,https://chloecapital.com/funding,medium,APPLY FOR FUNDING button on homepage; /funding page lists funding opportunities and accelerator programs; has NYC 2026 programme open; structured accelerator application
chrysalix-venture-capital,Chrysalix Venture Capital,vc,https://www.chrysalix.com,https://www.chrysalix.com/pitch,medium,Pitch to us link in navigation; /pitch page confirmed accessible; industrial innovation VC; form content not fully loaded
collaborative-fund,Collaborative Fund,vc,https://collabfund.com,,not_found,not_found: no apply page; thematic fund investing via network; no public founder application
compound-vc,Compound VC,vc,https://www.compound.vc,,not_found,not_found: has a web form that failed to load (Oops error); no confirmed structured application
congruent-ventures,Congruent Ventures,vc,https://www.congruentvc.com,,not_found,not_found: no apply page; climate tech fund; contact section present but no structured startup intake
connect-ventures,Connect Ventures,vc,https://www.linkedin.com/company/connect-ventures,,not_found,not_found: homepage is LinkedIn; no application surface accessible
continuous-ventures,Continuous Ventures,vc,https://www.continuous.vc,,not_found,not_found: site has client-side JS application error; no content loaded; cannot confirm apply page
contrary,Contrary,vc,https://contrary.com,https://applications.contrary.com/,high,Applications subdomain listed in footer Resources section; dedicated applications portal for Contrary; talent and research-driven fund with structured applications
core-innovation-capital,Core Innovation Capital,vc,http://corevc.com,,not_found,not_found: site rendered minimal content; no apply page identified; fintech VC
courtside-ventures,Courtside Ventures,vc,https://www.courtsidevc.com,,not_found,not_found: sports/gaming/culture VC; no apply page found after scrape
cowboy-ventures,Cowboy Ventures,vc,https://www.cowboy.vc,,not_found,not_found: pre-seed fund; no structured apply page; curated founder community model
craft-ventures,Craft Ventures,vc,https://www.craftventures.com,,not_found,not_found: has web form on site that errored; no confirmed structured founder application portal
crawley-ventures,Crawley Ventures,vc,http://www.crawleyventures.com,,not_found,not_found: contact section only with basic contact form; private investors since 1995; no startup-specific application
crv,CRV,vc,https://www.crv.com,,not_found,not_found: has web form that failed to load (Oops error); no confirmed structured application; large multi-stage fund
cycle-capital,Cycle Capital,vc,https://www.cyclecapital.com/en,,not_found,not_found: contact section on homepage; no dedicated founder application; Canadian cleantech VC
cylon,CyLon,vc,https://www.cylonventures.com,,not_found,not_found: contact page with email (hello@cylonventures.com); cybersecurity VC; no structured application form
dawn-capital,Dawn Capital,vc,https://dawncapital.com,,not_found,not_found: contact form present but generic; no dedicated founder pitch/apply page; Series B+ European SaaS fund
dcvc,DCVC,vc,https://www.dcvc.com,,not_found,not_found: deep tech VC; no apply page; inbound via partner network
defy-vc,defy.vc,vc,https://defy.vc,,not_found,not_found: has contact link but no structured application; pre-seed/seed fund
deloitte-ventures,Deloitte Ventures,vc,https://www2.deloitte.com/ca/en/pages/insight/solutions/ventures.html,,not_found,not_found: Apply Now links are for Deloitte job openings not startup applications; corporate VC arm
deming-center-venture-fund,Deming Center Venture Fund,vc,https://www.colorado.edu/dcvf,,not_found,not_found: University of Colorado fund; site not successfully scraped; student/faculty-focused fund
diagram-ventures,Diagram Ventures,vc,https://diagram.ca,,not_found,not_found: contact-us link goes to diagram.vc/contact-us; venture creation model not open applications; no public founder form
differential-vc,Differential VC,vc,https://www.differential.vc,https://www.differential.vc/contact-us/submit-a-deck-form,high,Submit a deck! link prominently in navigation and homepage; dedicated form page for startup deck submissions
district-ventures-capital,District Ventures Capital,vc,https://www.districtventurescapital.com,,not_found,not_found: contact page only; CPG-focused Canadian VC; no structured application form
dmz-ventures,DMZ Ventures,vc,https://dmzventures.com,,not_found,not_found: invests in startups through DMZ 18-month incubator program; no standalone VC application; requires DMZ incubator participation
dn-capital,DN Capital,vc,https://dncapital.com,https://www.dncapital.com/contact,medium,Site explicitly states they are excited to receive business plans and links founders to contact page; contact page has structured form fields; not a pure email submission
drive-capital,Drive Capital,vc,https://drivecapital.com,,not_found,not_found: contact is email only (info@drivecapital.com); Midwest-focused VC; no public application
dubai-future-district-fund,Dubai Future District Fund,vc,https://dfdf.vc,,not_found,not_found: has a contact/submit section but content is generic; fund-of-funds and direct investments via institutional relationships
